District,Rainfall_2023_mm,Normal_Rainfall_mm,Extraction_Status,TDS/EC_Level,Nitrate_Status,Fluoride_Status,PH,TDS_mg_L,Calcium_mg_L,Magnesium_mg_L,Chloride_mg_L,Nitrate_mg_L,Fluoride_mg_L
Dang,2274.7,2177.1,Safe,Moderate,Above Limit,Within Limit,7.51,752,63.4,4.7,227,62.4,1.39
Amreli,850.4,751.5,Safe,Moderate,Above Limit,Within Limit,7.48,844,64.5,37.9,310,52.4,0.74
Ahmedabad,624.5,624.5,Saline,Very High,Within Limit,Within Limit,6.82,3377,81.6,72.4,797,13.3,0.73
Surat,1701.3,1447.1,Saline,High,Within Limit,Within Limit,7.52,2944,131.3,57.1,869,18.8,1.2
Vadodara,650.5,821.4,Critical,Moderate,Within Limit,Above Limit,7.55,1307,68.1,36.6,467,7.7,2.14
Rajkot,643.0,592.0,Safe,Moderate,Within Limit,Within Limit,7.64,657,62.3,37.4,217,9.0,1.25
Gandhinagar,634.3,652.6,Safe,Low,Within Limit,Within Limit,6.38,441,65.0,72.8,223,19.7,0.68
Bhavnagar,692.2,651.1,Safe,Low,Within Limit,Within Limit,7.85,394,82.2,46.7,184,20.3,1.2
Jamnagar,623.0,649.6,Safe,Moderate,Within Limit,Within Limit,7.44,567,102.3,19.9,74,22.8,0.82
Junagadh,939.5,912.7,Safe,Moderate,Within Limit,Within Limit,8.0,700,42.0,28.1,217,5.4,0.72
Kutch,417.7,416.5,Safe,Moderate,Above Limit,Within Limit,6.9,919,66.0,38.2,254,55.8,1.12
Banaskantha,462.9,444.4,Safe,Moderate,Within Limit,Within Limit,7.86,1079,113.2,31.0,255,7.3,0.7
Patan,604.4,540.2,Safe,Moderate,Within Limit,Within Limit,7.27,764,78.3,28.9,408,5.5,0.89
Mehsana,644.9,644.4,Safe,Moderate,Above Limit,Within Limit,7.26,714,70.7,61.3,51,68.2,0.34
Sabarkantha,651.4,685.8,Over-Exploited,High,Within Limit,Within Limit,6.76,2013,109.5,90.6,444,23.3,0.54
Aravalli,777.3,775.6,Over-Exploited,Moderate,Within Limit,Within Limit,7.6,1088,117.9,43.5,380,7.1,0.45
Anand,961.9,828.3,Safe,Moderate,Within Limit,Within Limit,7.27,990,79.8,26.1,346,40.5,0.61
Kheda,775.7,751.8,Safe,Moderate,Within Limit,Within Limit,7.37,616,114.3,35.5,175,11.9,1.25
Panchmahal,815.3,886.7,Semi-Critical,High,Within Limit,Within Limit,7.97,1768,83.3,28.5,573,11.6,1.29
Dahod,1045.3,929.3,Safe,Low,Within Limit,Within Limit,7.69,387,68.0,21.5,114,34.6,0.85
Bharuch,1407.6,1150.6,Saline,Moderate,Within Limit,Within Limit,8.05,1144,85.0,33.7,229,17.2,1.39
Narmada,1413.9,1187.2,Safe,Low,Within Limit,Within Limit,7.4,335,41.7,40.5,205,14.3,0.17
Tapi,1708.2,1625.2,Safe,Moderate,Within Limit,Within Limit,7.89,1020,59.0,55.5,400,4.8,0.97
Navsari,1716.5,1732.8,Safe,Moderate,Within Limit,Within Limit,7.21,986,66.2,45.3,209,8.4,1.2
Valsad,1977.6,1827.7,Safe,Moderate,Within Limit,Within Limit,6.71,1056,67.6,63.8,235,13.8,1.06
Botad,660.3,679.2,Safe,Moderate,Within Limit,Within Limit,7.97,559,106.0,53.1,197,10.5,0.49
Chhota Udaipur,1199.7,1145.3,Safe,High,Within Limit,Within Limit,7.66,1855,67.0,73.6,434,14.7,0.93
Devbhoomi Dwarka,953.0,719.8,Safe,Moderate,Above Limit,Within Limit,7.33,1151,93.7,60.6,312,84.1,0.92
Gir Somnath,1124.7,1041.5,Safe,Moderate,Within Limit,Within Limit,7.74,1030,68.3,37.1,220,28.4,1.28
Morbi,728.5,602.9,Safe,Moderate,Within Limit,Within Limit,7.67,797,54.1,36.2,305,39.4,0.67
Porbandar,574.8,696.2,Over-Exploited,Moderate,Within Limit,Within Limit,7.76,1255,96.6,56.3,368,20.1,0.54
Mahisagar,1052.0,1003.6,Safe,Moderate,Within Limit,Within Limit,7.19,1075,38.4,62.6,280,10.0,1.21
Surendranagar,659.9,580.4,Safe,Moderate,Within Limit,Within Limit,7.67,1158,55.8,65.6,361,14.9,0.87
Dang,2006.1,1904.0,Over-Exploited,Moderate,Above Limit,Within Limit,6.86,897,47.5,60.1,224,68.2,0.58
Amreli,519.6,608.9,Safe,High,Above Limit,Above Limit,7.34,1679,82.6,57.6,510,48.9,1.91
Ahmedabad,516.9,629.6,Over-Exploited,Moderate,Within Limit,Within Limit,7.5,1220,65.1,33.9,382,19.2,0.82
Surat,1371.2,1411.5,Saline,High,Within Limit,Within Limit,7.76,1575,112.2,25.9,369,6.0,0.54
Vadodara,734.4,893.9,Safe,Low,Within Limit,Within Limit,7.0,460,73.3,37.9,107,23.0,0.58
Rajkot,759.4,625.5,Safe,High,Within Limit,Above Limit,6.88,1788,112.4,69.0,405,38.5,2.01
Gandhinagar,546.7,620.1,Safe,Moderate,Within Limit,Within Limit,7.51,1473,100.5,57.2,450,6.9,1.5
Bhavnagar,691.3,708.5,Safe,Moderate,Above Limit,Within Limit,6.79,779,85.9,50.3,240,49.2,0.65
Jamnagar,571.8,648.2,Saline,High,Within Limit,Within Limit,7.33,2471,113.9,61.5,657,38.7,0.62
Junagadh,974.6,782.2,Safe,High,Within Limit,Within Limit,6.88,1833,110.4,49.9,529,25.3,0.7
Kutch,277.2,318.6,Safe,Low,Above Limit,Within Limit,7.07,462,67.9,26.2,220,65.7,0.56
Banaskantha,549.4,512.0,Safe,Moderate,Within Limit,Within Limit,7.43,1062,96.1,53.2,216,40.1,1.36
Patan,489.4,486.9,Semi-Critical,Moderate,Within Limit,Within Limit,7.32,1205,105.6,83.5,288,6.6,0.96
Mehsana,567.5,583.7,Safe,High,Above Limit,Within Limit,6.86,1913,112.1,49.6,666,98.5,0.51
Sabarkantha,739.5,670.7,Safe,Moderate,Within Limit,Within Limit,7.38,634,73.2,10.7,207,11.5,0.6
Aravalli,723.5,836.6,Over-Exploited,High,Within Limit,Within Limit,7.29,2253,99.5,75.6,640,31.6,1.43
Anand,725.0,780.1,Safe,Low,Within Limit,Within Limit,7.07,417,127.3,54.9,46,6.9,1.07
Kheda,862.2,812.8,Safe,Moderate,Within Limit,Within Limit,7.35,687,80.3,41.6,44,16.6,0.48
Panchmahal,1241.2,912.8,Over-Exploited,High,Within Limit,Above Limit,7.27,1803,114.5,64.3,534,32.5,2.75
Dahod,1063.6,1002.0,Safe,Low,Within Limit,Within Limit,7.62,459,50.8,30.6,141,43.7,1.39
Bharuch,999.2,992.0,Over-Exploited,Moderate,Within Limit,Within Limit,6.9,1052,76.7,41.2,507,28.3,0.35
Narmada,1296.7,1143.5,Safe,High,Within Limit,Within Limit,6.77,2801,78.4,100.1,781,10.0,1.1
Tapi,1266.8,1266.1,Safe,Moderate,Within Limit,Within Limit,7.77,974,59.2,45.9,219,24.5,0.47
Navsari,1546.4,1745.6,Safe,Moderate,Within Limit,Within Limit,7.74,1182,79.0,48.3,230,15.7,0.78
Valsad,2142.9,2393.1,Safe,High,Within Limit,Within Limit,7.8,1926,104.1,85.3,561,27.3,0.77
Botad,783.4,701.2,Safe,Moderate,Above Limit,Within Limit,6.87,550,66.9,26.2,182,53.8,0.61
Chhota Udaipur,1103.8,1096.3,Semi-Critical,Moderate,Within Limit,Within Limit,6.5,1331,74.5,53.1,479,13.5,0.26
Devbhoomi Dwarka,603.3,651.0,Safe,Low,Within Limit,Above Limit,7.15,392,64.1,26.8,10,41.0,1.72
Gir Somnath,912.1,1054.3,Safe,Moderate,Within Limit,Within Limit,7.4,709,86.2,50.7,168,21.4,1.05
Morbi,705.6,652.8,Safe,Moderate,Above Limit,Within Limit,7.43,1284,113.9,55.4,302,61.5,1.22
Porbandar,638.0,676.4,Safe,Moderate,Above Limit,Within Limit,7.59,956,83.1,49.0,425,47.1,0.9
Mahisagar,903.4,1022.2,Semi-Critical,Moderate,Within Limit,Within Limit,8.12,1016,76.0,32.5,252,8.4,0.5
Surendranagar,476.1,581.5,Safe,Moderate,Above Limit,Within Limit,7.76,808,58.0,64.9,293,45.6,0.54
Dang,2069.4,2342.4,Critical,Moderate,Within Limit,Within Limit,7.47,1365,98.4,32.8,320,32.2,0.45
Amreli,615.3,724.7,Safe,Moderate,Within Limit,Within Limit,6.91,1331,97.7,59.3,327,31.9,0.94
Ahmedabad,533.7,619.5,Safe,Low,Within Limit,Within Limit,7.54,246,33.6,35.1,91,34.4,0.67
Surat,1589.6,1461.6,Safe,Moderate,Within Limit,Within Limit,7.53,978,88.9,21.6,355,32.6,0.43
Vadodara,877.8,882.1,Safe,Moderate,Within Limit,Above Limit,7.53,738,103.4,57.3,130,32.9,1.78
Rajkot,747.9,660.6,Over-Exploited,Very High,Within Limit,Within Limit,7.81,4103,147.0,107.2,1087,20.4,0.65
Gandhinagar,697.9,763.4,Safe,High,Within Limit,Within Limit,7.6,2006,72.1,65.6,384,33.0,1.36
Bhavnagar,629.6,620.4,Safe,High,Within Limit,Within Limit,7.2,2584,90.5,91.0,853,20.1,1.47
Jamnagar,631.4,687.1,Safe,Moderate,Above Limit,Within Limit,7.89,598,105.7,47.4,129,98.0,0.58
Junagadh,913.1,875.4,Safe,High,Within Limit,Within Limit,7.74,2033,109.0,67.4,562,31.3,0.18
Kutch,352.6,338.1,Safe,Low,Within Limit,Within Limit,7.55,401,63.9,62.3,276,13.8,0.73
Banaskantha,462.4,496.3,Critical,Moderate,Within Limit,Within Limit,7.1,899,55.4,52.8,325,10.5,1.37
Patan,509.1,492.6,Semi-Critical,Moderate,Within Limit,Within Limit,7.39,1309,95.3,41.9,361,17.0,0.51
Mehsana,433.3,541.8,Safe,Moderate,Within Limit,Within Limit,7.29,596,66.8,35.3,194,29.3,1.35
Sabarkantha,569.1,665.3,Safe,Low,Within Limit,Within Limit,7.21,428,61.5,24.9,53,13.9,0.89
Aravalli,735.5,785.7,Safe,Moderate,Within Limit,Within Limit,7.03,624,71.9,26.6,252,4.8,0.64
Anand,834.6,818.1,Semi-Critical,Very High,Within Limit,Within Limit,7.54,4000,119.9,88.6,908,18.8,0.49
Kheda,785.5,834.9,Safe,Moderate,Within Limit,Within Limit,7.15,746,109.7,36.4,383,38.4,1.07
Panchmahal,970.4,927.0,Safe,Low,Within Limit,Above Limit,7.29,252,81.9,33.0,10,19.2,2.22
Dahod,1200.0,1208.1,Semi-Critical,Moderate,Within Limit,Within Limit,7.25,1416,54.2,37.4,529,16.1,0.69
Bharuch,1321.6,1074.0,Safe,High,Above Limit,Within Limit,8.29,2122,99.3,66.3,459,65.2,0.4
Narmada,1057.1,1221.7,Safe,Moderate,Within Limit,Within Limit,7.07,562,59.1,30.3,147,39.0,0.41
Tapi,1859.3,1627.9,Safe,Moderate,Within Limit,Within Limit,7.11,588,67.1,56.5,213,13.1,1.07
Navsari,1789.3,1653.0,Semi-Critical,Moderate,Above Limit,Within Limit,7.28,1022,63.7,32.0,348,53.5,0.55
Valsad,1599.2,2068.8,Safe,Moderate,Within Limit,Within Limit,7.39,563,53.1,24.4,137,25.3,0.71
Botad,369.0,528.1,Critical,Moderate,Above Limit,Within Limit,7.58,556,16.2,30.8,147,60.7,0.63
Chhota Udaipur,1151.6,1133.2,Safe,Low,Within Limit,Above Limit,7.71,223,68.8,41.0,420,3.8,2.25
Devbhoomi Dwarka,627.2,605.6,Semi-Critical,Moderate,Within Limit,Within Limit,7.23,778,64.2,46.6,123,36.5,0.62
Gir Somnath,849.6,905.8,Safe,High,Within Limit,Above Limit,7.19,1701,101.2,44.5,536,34.6,2.43
Morbi,621.4,571.2,Over-Exploited,High,Within Limit,Within Limit,7.92,1575,77.1,64.8,428,19.0,0.85
Porbandar,704.2,713.5,Safe,Moderate,Within Limit,Within Limit,8.03,910,97.9,56.7,241,9.8,1.42
Mahisagar,1186.5,1017.2,Safe,Moderate,Within Limit,Within Limit,7.31,557,38.3,32.5,269,13.8,1.17
Surendranagar,614.8,590.5,Safe,Low,Above Limit,Within Limit,7.43,402,8.2,33.2,20,52.5,1.28
Dang,2658.0,2277.8,Critical,Low,Within Limit,Within Limit,8.1,453,87.7,33.2,254,8.3,0.49
Amreli,625.2,667.5,Semi-Critical,Low,Within Limit,Within Limit,7.89,424,63.3,41.7,110,4.7,0.94
Ahmedabad,535.8,541.6,Safe,Low,Within Limit,Within Limit,8.19,352,85.3,36.9,239,10.2,1.11
Surat,1569.5,1523.3,Saline,Very High,Within Limit,Within Limit,7.69,4723,160.2,76.0,1154,18.1,0.85
Vadodara,1082.4,817.1,Semi-Critical,High,Within Limit,Within Limit,7.64,1987,101.2,56.6,471,21.3,0.93
Rajkot,600.5,573.8,Critical,Moderate,Within Limit,Within Limit,6.64,729,57.4,34.7,383,31.2,0.36
Gandhinagar,582.1,705.9,Safe,High,Within Limit,Within Limit,7.21,1532,88.8,72.9,330,6.5,0.56
Bhavnagar,588.0,701.9,Safe,Low,Within Limit,Above Limit,7.22,146,74.0,50.2,50,14.4,1.6
Jamnagar,497.4,526.5,Safe,Moderate,Within Limit,Within Limit,7.58,897,67.7,44.0,75,11.8,1.05
Junagadh,834.5,828.0,Safe,Moderate,Within Limit,Within Limit,7.26,1046,84.3,31.2,295,32.6,0.88
Kutch,340.0,326.5,Safe,Moderate,Above Limit,Within Limit,6.58,1228,107.7,43.4,391,52.1,0.35
Banaskantha,442.9,464.5,Safe,Low,Within Limit,Within Limit,8.09,500,52.9,29.2,191,7.6,0.63
Patan,512.1,533.8,Safe,Moderate,Within Limit,Within Limit,7.19,756,44.8,46.2,379,20.3,0.92
Mehsana,493.5,582.3,Safe,High,Within Limit,Within Limit,7.48,2222,137.1,52.3,751,37.2,1.11
Sabarkantha,692.6,712.5,Safe,High,Within Limit,Within Limit,7.46,1644,53.5,37.9,446,25.6,0.77
Aravalli,647.5,823.1,Safe,Moderate,Within Limit,Above Limit,6.67,872,92.6,41.7,302,10.0,1.72
Anand,915.0,862.5,Safe,Moderate,Above Limit,Within Limit,7.63,740,60.7,53.9,367,47.1,0.52
Kheda,685.3,801.7,Safe,Moderate,Within Limit,Within Limit,7.58,1128,45.2,29.5,309,15.7,0.39
Panchmahal,956.2,928.5,Safe,Moderate,Within Limit,Within Limit,7.1,712,95.2,65.5,189,12.3,1.07
Dahod,1050.8,1069.0,Safe,Moderate,Within Limit,Within Limit,6.64,1247,111.3,49.8,329,18.6,0.78
Bharuch,1144.3,950.0,Safe,Moderate,Within Limit,Within Limit,7.58,820,95.4,27.0,293,16.1,1.33
Narmada,972.4,987.3,Semi-Critical,Moderate,Within Limit,Within Limit,7.57,557,80.5,27.7,132,18.3,0.47
Tapi,1636.5,1706.7,Safe,Low,Within Limit,Above Limit,7.25,140,42.0,7.6,10,21.8,1.78
Navsari,1720.5,1841.8,Safe,Moderate,Within Limit,Within Limit,7.22,1052,67.1,28.5,173,14.6,0.88
Valsad,1891.9,1985.5,Safe,Low,Within Limit,Within Limit,7.64,454,42.7,48.4,83,11.0,0.33
Botad,688.1,614.9,Safe,Moderate,Within Limit,Above Limit,7.79,1090,92.2,29.8,296,10.7,1.78
Chhota Udaipur,1112.5,996.3,Safe,Moderate,Within Limit,Within Limit,8.13,1367,79.1,61.2,574,12.2,0.32
Devbhoomi Dwarka,579.5,526.0,Safe,Low,Within Limit,Above Limit,7.25,258,73.9,36.7,149,23.9,1.72
Gir Somnath,836.0,920.6,Safe,Moderate,Within Limit,Above Limit,7.73,503,88.1,44.3,270,7.8,2.18
Morbi,711.3,656.2,Safe,High,Within Limit,Within Limit,6.74,2330,96.1,53.9,690,8.6,1.26
Porbandar,828.7,773.1,Safe,Moderate,Within Limit,Within Limit,7.0,948,62.0,63.0,349,19.4,0.62
Mahisagar,671.5,794.7,Safe,High,Within Limit,Within Limit,6.89,2519,114.2,82.9,579,23.2,1.4
Surendranagar,815.8,600.6,Safe,Low,Within Limit,Within Limit,7.82,294,62.4,46.0,159,11.1,0.92
Dang,2041.2,1890.3,Semi-Critical,Moderate,Within Limit,Within Limit,7.66,957,100.3,49.9,301,9.9,0.52
Amreli,878.2,763.3,Safe,Moderate,Above Limit,Within Limit,7.42,693,55.8,58.0,277,94.5,0.47
Ahmedabad,648.3,628.6,Safe,Moderate,Within Limit,Above Limit,7.31,1179,66.1,60.9,402,9.6,1.8
Surat,1660.0,1636.5,Safe,Moderate,Within Limit,Within Limit,7.62,839,59.5,43.0,88,40.3,0.31
Vadodara,973.9,1010.3,Safe,Moderate,Above Limit,Within Limit,7.15,705,68.3,61.8,27,55.6,0.98
Rajkot,489.6,575.6,Safe,High,Within Limit,Within Limit,7.02,2187,80.7,79.9,624,9.4,0.91
Gandhinagar,713.4,625.3,Safe,High,Within Limit,Within Limit,7.61,1512,97.5,79.1,428,7.8,1.05
Bhavnagar,678.2,754.3,Safe,Moderate,Above Limit,Within Limit,7.57,644,71.8,24.9,301,120.0,0.9
Jamnagar,458.6,574.8,Safe,Moderate,Within Limit,Within Limit,7.84,934,88.2,44.0,236,8.3,1.32
Junagadh,797.0,967.0,Safe,High,Within Limit,Within Limit,7.63,2077,129.5,41.0,460,17.8,1.08
Kutch,464.2,421.9,Over-Exploited,Moderate,Within Limit,Above Limit,6.99,1329,111.2,35.5,512,15.9,2.08
Banaskantha,523.7,533.9,Safe,Moderate,Within Limit,Within Limit,7.26,586,80.3,39.9,149,17.5,0.84
Patan,457.5,427.8,Safe,Low,Within Limit,Above Limit,6.94,444,35.1,9.8,53,11.3,2.58
Mehsana,537.9,525.5,Safe,Moderate,Above Limit,Within Limit,7.45,1017,78.8,27.3,420,84.9,0.29
Sabarkantha,623.0,645.4,Critical,Low,Within Limit,Within Limit,7.6,448,54.4,69.2,257,23.7,1.48
Aravalli,765.6,816.4,Over-Exploited,Moderate,Within Limit,Within Limit,7.43,997,97.2,47.0,173,10.5,0.77
Anand,973.0,795.5,Critical,Low,Within Limit,Within Limit,7.6,348,96.7,69.3,105,29.6,1.13
Kheda,782.8,791.7,Safe,Moderate,Above Limit,Within Limit,6.39,1039,94.4,47.5,292,102.8,0.53
Panchmahal,1089.5,870.4,Safe,Low,Within Limit,Within Limit,7.18,486,66.8,49.9,188,7.1,0.58
Dahod,1037.3,1047.4,Safe,Moderate,Above Limit,Within Limit,7.57,1033,45.1,61.5,328,60.5,1.04
Bharuch,1256.1,1195.4,Safe,High,Within Limit,Within Limit,7.61,1794,93.9,91.0,570,31.6,0.37
Narmada,1115.1,1071.2,Safe,Moderate,Within Limit,Within Limit,7.15,873,80.3,66.9,324,8.0,0.75
Tapi,1424.4,1498.0,Safe,Moderate,Within Limit,Above Limit,7.21,624,47.4,37.4,161,1.9,2.74
Navsari,1869.9,1945.2,Safe,Moderate,Above Limit,Within Limit,6.93,809,110.1,70.6,265,45.4,0.89
Valsad,1706.8,1799.5,Safe,Moderate,Within Limit,Within Limit,7.22,866,72.9,41.6,260,20.9,0.42
Botad,507.8,604.1,Critical,Moderate,Within Limit,Within Limit,6.56,1438,111.8,72.4,385,2.5,0.64
Chhota Udaipur,963.1,1094.4,Safe,Moderate,Within Limit,Within Limit,8.01,587,85.0,24.9,69,15.4,0.7
Devbhoomi Dwarka,604.7,644.8,Safe,Moderate,Within Limit,Above Limit,8.17,1087,98.1,45.6,307,15.0,1.62
Gir Somnath,953.4,947.7,Safe,Moderate,Within Limit,Within Limit,7.2,825,49.0,47.2,251,29.8,0.58
Morbi,575.3,641.0,Safe,High,Within Limit,Above Limit,6.7,2235,113.4,70.7,545,28.1,1.72
Porbandar,622.0,581.8,Saline,Moderate,Within Limit,Above Limit,7.01,800,108.6,33.3,156,17.1,2.77
Mahisagar,688.7,809.6,Safe,High,Above Limit,Within Limit,8.14,1965,97.2,40.9,709,71.6,1.2
Surendranagar,555.7,559.4,Safe,Moderate,Above Limit,Within Limit,7.53,727,103.6,54.1,145,60.2,0.97
Dang,2681.1,2314.5,Semi-Critical,Low,Above Limit,Within Limit,7.39,411,57.6,12.6,180,120.0,0.27
Amreli,749.5,698.3,Safe,Moderate,Within Limit,Above Limit,7.35,861,51.2,46.4,205,3.5,1.64
Ahmedabad,708.7,704.3,Safe,Moderate,Above Limit,Within Limit,7.83,918,82.8,57.3,256,57.1,0.97
Surat,1300.4,1522.6,Safe,Moderate,Above Limit,Above Limit,7.07,950,66.2,32.0,202,109.5,1.78
Vadodara,906.3,1040.8,Safe,Moderate,Within Limit,Above Limit,6.88,835,62.8,28.8,358,14.6,1.52
Rajkot,856.5,672.2,Safe,Low,Within Limit,Within Limit,7.9,329,89.5,20.3,213,26.2,0.7
Gandhinagar,578.5,636.1,Safe,High,Above Limit,Within Limit,7.4,2737,130.4,59.2,672,47.5,0.36
Bhavnagar,631.8,629.2,Safe,Moderate,Within Limit,Within Limit,7.33,855,85.0,53.2,323,9.1,0.67
Jamnagar,746.8,679.7,Safe,Low,Within Limit,Within Limit,7.54,351,27.5,36.0,290,9.4,0.48
Junagadh,786.3,956.0,Safe,Moderate,Within Limit,Within Limit,7.64,547,58.3,34.7,246,28.0,0.94
Kutch,358.6,336.4,Over-Exploited,Moderate,Within Limit,Within Limit,7.58,1410,78.3,48.4,323,19.4,0.49
Banaskantha,463.7,444.3,Over-Exploited,High,Within Limit,Within Limit,7.71,1668,84.7,61.1,511,28.5,0.49
Patan,550.1,526.5,Safe,Moderate,Within Limit,Within Limit,6.57,803,79.3,75.2,222,11.2,1.0
Mehsana,648.1,564.6,Safe,Low,Above Limit,Within Limit,7.69,376,79.3,33.5,171,45.6,1.35
Sabarkantha,704.7,639.0,Safe,Moderate,Within Limit,Within Limit,7.43,770,76.9,39.3,338,18.7,0.41
Aravalli,742.5,726.4,Safe,High,Above Limit,Within Limit,7.64,1673,76.4,92.4,489,55.5,0.73
Anand,907.6,832.0,Safe,High,Within Limit,Within Limit,7.82,1662,110.7,50.2,420,26.1,1.4
Kheda,862.5,766.6,Safe,High,Within Limit,Above Limit,7.03,1913,81.5,56.6,553,13.1,1.8
Panchmahal,935.4,931.1,Safe,Low,Within Limit,Above Limit,6.87,338,72.4,3.1,216,17.6,3.5
Dahod,1276.4,1300.0,Safe,Moderate,Within Limit,Within Limit,7.8,751,109.1,16.7,95,12.2,1.13
Bharuch,1282.1,1143.1,Safe,Low,Within Limit,Within Limit,6.47,389,84.9,23.4,10,22.5,1.29
Narmada,1119.1,1187.8,Safe,Moderate,Within Limit,Within Limit,7.25,727,47.6,30.2,273,25.9,0.88
Tapi,1439.5,1473.9,Safe,Low,Within Limit,Above Limit,7.47,217,92.9,11.1,57,26.0,1.7
Navsari,1601.8,1740.2,Safe,Low,Within Limit,Within Limit,7.44,245,105.8,37.8,110,25.9,0.79
Valsad,2063.3,1878.0,Over-Exploited,High,Within Limit,Within Limit,7.41,1679,74.1,74.7,523,12.9,1.46
Botad,556.5,615.1,Safe,Moderate,Within Limit,Within Limit,6.69,507,79.6,10.1,79,3.8,0.76
Chhota Udaipur,1044.5,1087.0,Safe,Low,Within Limit,Within Limit,6.93,428,77.8,28.2,182,9.9,0.89
Devbhoomi Dwarka,729.1,685.2,Safe,Moderate,Within Limit,Within Limit,7.5,625,67.7,39.5,180,17.5,0.91
Gir Somnath,790.2,917.2,Safe,Low,Within Limit,Within Limit,6.76,348,42.6,37.6,66,30.2,0.82
Morbi,530.7,481.6,Safe,Moderate,Within Limit,Within Limit,7.0,1301,94.4,36.7,383,7.3,0.27
Porbandar,669.7,679.6,Semi-Critical,Moderate,Within Limit,Within Limit,6.93,630,64.6,43.5,204,23.1,0.54
Mahisagar,904.6,1039.8,Safe,Moderate,Above Limit,Within Limit,7.87,1072,91.1,43.0,276,45.8,0.34
Surendranagar,521.7,551.5,Safe,High,Within Limit,Within Limit,7.55,1681,74.3,50.6,421,11.3,1.44
Dang,2373.6,1971.4,Saline,Very High,Within Limit,Within Limit,7.84,3783,126.4,84.5,881,13.1,1.08
Amreli,680.6,769.1,Safe,Moderate,Within Limit,Within Limit,7.34,642,44.9,48.5,153,17.1,0.61
Ahmedabad,604.7,605.3,Over-Exploited,Moderate,Within Limit,Within Limit,7.25,1347,72.4,55.0,519,22.4,1.45
Surat,1365.4,1337.8,Over-Exploited,Moderate,Within Limit,Within Limit,6.81,867,62.5,60.9,343,24.3,0.32
Vadodara,918.8,885.6,Saline,High,Within Limit,Within Limit,6.66,2729,96.8,70.0,775,3.5,0.73
Rajkot,715.6,647.6,Critical,Moderate,Within Limit,Above Limit,7.63,1212,68.2,19.6,322,44.6,1.85
Gandhinagar,752.2,717.9,Safe,Moderate,Above Limit,Within Limit,7.18,1005,77.5,70.1,226,72.8,0.66
Bhavnagar,610.8,716.3,Safe,Moderate,Within Limit,Within Limit,7.11,1137,54.4,50.3,415,10.2,0.33
Jamnagar,608.9,615.4,Safe,Moderate,Within Limit,Within Limit,7.78,1112,81.0,74.5,346,15.2,0.3
Junagadh,843.7,880.7,Saline,Very High,Above Limit,Within Limit,7.58,4041,117.2,93.2,1114,67.9,1.36
Kutch,384.0,380.4,Safe,Moderate,Within Limit,Above Limit,7.9,1010,53.5,39.9,241,27.1,1.67
Banaskantha,290.9,470.2,Safe,Moderate,Within Limit,Within Limit,7.77,625,83.2,45.8,184,7.2,1.09
Patan,625.8,483.8,Safe,Moderate,Above Limit,Within Limit,7.17,1127,70.3,45.5,312,48.9,0.89
Mehsana,648.2,515.9,Safe,Moderate,Within Limit,Above Limit,7.71,824,64.3,47.8,281,4.4,2.68
Sabarkantha,737.1,768.8,Over-Exploited,Moderate,Within Limit,Above Limit,7.54,864,79.0,48.3,281,30.0,1.91
Aravalli,689.6,784.1,Safe,High,Within Limit,Within Limit,8.06,1812,159.3,40.3,522,3.8,1.11
Anand,940.2,767.1,Semi-Critical,Moderate,Within Limit,Within Limit,6.72,503,60.6,7.9,236,3.8,0.81
Kheda,626.5,655.3,Critical,High,Within Limit,Within Limit,7.54,2144,85.6,61.7,588,29.2,0.35
Panchmahal,646.0,943.5,Safe,Moderate,Within Limit,Within Limit,7.2,548,83.6,38.6,75,9.1,0.9
Dahod,1017.9,1093.1,Safe,Moderate,Within Limit,Within Limit,7.68,600,61.6,37.7,373,6.4,0.26
Bharuch,1079.7,1167.9,Safe,Moderate,Within Limit,Within Limit,7.09,661,68.0,63.9,279,39.9,0.34
Narmada,659.0,1084.9,Safe,Low,Within Limit,Within Limit,7.78,492,80.2,34.1,171,11.5,0.9
Tapi,1390.0,1697.0,Saline,High,Within Limit,Within Limit,7.77,2904,109.8,84.1,1001,18.4,1.01
Navsari,1737.8,1701.6,Safe,Moderate,Within Limit,Within Limit,7.48,1054,60.7,48.9,431,28.6,1.42
Valsad,2133.2,1964.4,Safe,Moderate,Within Limit,Within Limit,7.02,946,85.3,29.3,236,23.3,0.96
Botad,659.6,580.5,Saline,Very High,Within Limit,Within Limit,7.12,3328,95.8,77.7,846,21.9,0.64
Chhota Udaipur,875.5,926.0,Safe,Moderate,Above Limit,Within Limit,7.65,666,59.4,65.2,64,57.1,0.7
Devbhoomi Dwarka,669.0,663.0,Over-Exploited,High,Within Limit,Above Limit,7.25,2652,91.1,91.1,704,23.9,1.68
Gir Somnath,988.4,914.0,Safe,Moderate,Above Limit,Within Limit,7.35,562,72.7,15.9,128,58.9,1.36
Morbi,595.1,576.9,Safe,Moderate,Within Limit,Above Limit,7.94,671,69.4,43.5,309,10.7,2.04
Porbandar,748.7,618.4,Critical,Moderate,Within Limit,Within Limit,7.3,640,35.0,32.8,127,12.3,0.74
Mahisagar,1047.3,1023.4,Over-Exploited,High,Above Limit,Within Limit,6.96,1749,77.4,83.2,429,75.2,0.69
Surendranagar,680.4,600.1,Semi-Critical,High,Within Limit,Within Limit,7.36,1716,86.6,54.9,506,40.8,0.8
